title,City,Salary,Experience,experience_level,Job Type,functional_area,career_level,skills
Business Development Executive,Islamabad,82639.59731543624,2.783132530120482,Junior,Other,Sales & Business Development,Entry Level,"Business Development Process, Fluent in English, Admin Operations Management"
Quran Teacher,Islamabad,10000.0,1.0,Entry,Part Time,"Teachers/Education, Training & Development",Intern/Student,"Tajweed Knowledge, Qirat, Quran"
Zonal Sales Manager,Lahore,175000.0,7.0,Senior,Full Time,Sales & Business Development,Experienced Professional,"Sales Management, Communication Skills, End to End Sales"
Lecturer Biology,Islamabad,85000.0,3.0,Junior,Full Time,"Teachers/Education, Training & Development",Experienced Professional,"Communication Skills, Student Management, Expertise In Subject"
Lecturer Chemistry,Islamabad,85000.0,3.0,Junior,Full Time,"Teachers/Education, Training & Development",Experienced Professional,"Student Management, Expertise In Subject, Communication Skills"
Mechanical Engineer,Lahore,82639.59731543624,5.0,Mid,Full Time,Engineering,Experienced Professional,"Problem Solving, Close Attention to Detail, Analytical Skills"
UI/UX Designer,Karachi,82639.59731543624,1.0,Entry,Full Time,Other,Not Specified,"Wireframing, Prototyping, User Research, Visual Design, Interaction Design, Usability Testing, Responsive Design, Design Thinking, Knowledge Of Design Tools, Sketch, Adobe XD, Figma, User Interface Design"
Assistant Manager - Business Coordinator,Karachi,82639.59731543624,1.0,Entry,Full Time,Other,Not Specified,"Communication, Organizational Skills, Problem-Solving, Analytical Skills, Data Visualization, Microsoft Office (Excel & Power point), Power BI"
Head of Talent Acquisition,Other,82639.59731543624,10.0,Senior,Full Time,Other,Not Specified,"Employer Branding, Recruitment Marketing Tools, Recruitment Analytics, Employer Branding Strategy, Talent Strategy Development, Workforce Planning, Talent Management Frameworks, Applicant Tracking Systems, Relationship Building, Strategic Workforce Planning, Data Analysis, Interviewing, Talent Sourcing, Negotiation, Analytical Skills, Communication, Strategic Planning, Leadership"
CTO,Karachi,300000.0,10.0,Senior,Full Time,Other,Not Specified,"Leadership, Technical Expertise, Project Management"
Frontend Engineer,Karachi,82639.59731543624,5.0,Mid,Full Time,Other,Not Specified,"HTML, CSS, Javascript, React, Angular, Version Control, TypeScript, RxJS"
Digital Marketing Expert,Other,82639.59731543624,1.0,Entry,Full Time,Other,Not Specified,"Content Marketing, Social Media Marketing, Email Marketing, Lead Generation, CRM Tools, Email Campaign Management, Time Management, Digital Marketing Management"
Chief Finance Officer- Real Estate,Lahore,500000.0,10.0,Senior,Full Time,Other,Not Specified,"Financial Analysis, Real Estate Investment, Strategic Planning, Budgeting and Forecasting, Property Valuation"
Amazon E commerce,Gujranwala,82639.59731543624,3.0,Junior,Full Time,Other,Not Specified,"Product Management, Inventory Management, Amazon FBA, Account Management, Amazon Seller Central"
Executive - MMC Development Specialist,Lahore,82639.59731543624,1.0,Entry,Full Time,Other,Not Specified,"Project Management, Communication Skills, Market Analysis, Stakeholder Engagement"
Software Engineer,Faisalabad,100000.0,2.0,Junior,Full Time,Other,Not Specified,"Programming Languages, Data Structures, Problem Solving, Databases, SQL, Java, Javascript"
Digital Marketing & Communication Manager - Female,Lahore,82639.59731543624,2.0,Junior,Full Time,Other,Not Specified,"Content Marketing, Social Media Management, Analytical Skills, Communication Skills, Branding, SEO"
Digital Marketing Executive,Karachi,82639.59731543624,1.0,Entry,Full Time,Other,Not Specified,"Social Media Marketing, Brand Management, Market Research, Social Media Advertising"
Full Stack Developer,Lahore,300000.0,3.0,Junior,Full Time,Other,Not Specified,"React, Node.js, Database Management, RESTful APIs, Web Development Frameworks, MongoDB, SQL"
HR Manager,Lahore,200000.0,3.0,Junior,Full Time,Other,Not Specified,"Leadership, Conflict Resolution, Employee Engagement, HR Policies, Recruitment, Compliance, Performance Management Systems"
Frontend Developer,Islamabad,150000.0,3.0,Junior,Full Time,Other,Not Specified,"HTML, CSS, Javascript, React, Responsive Design, Version Control, Testing and Debugging, Cross-browser Compatibility, REACT.JS, Redux, Git, GitHub, NextJS"
Executive Officer - Business Support & Intelligence Analyst,Karachi,82639.59731543624,1.0,Entry,Full Time,Other,Not Specified,"Strategic Planning, Data Analysis, Project Management, Communication, Problem Solving, Decision Making, Business Intelligence Tools, Stakeholder Management, Financial Analysis, Leadership, Data Analysis Tools, Risk Assessment, Excel for Financial Analysis, Quantitative Risk Analysis, Pivot Tables"
Social Media Manager,Lahore,200000.0,3.0,Junior,Full Time,Other,Not Specified,"Content Creation, Analytics and Reporting, Community Engagement, Search Engine Optimization, Paid Advertising, Social Media Strategy, Analytics Tools, Facebook Insights, Data Interpretation"
Content Writer,Lahore,80000.0,2.0,Junior,Full Time,Other,Not Specified,"Research, Creativity, Grammar, Communication, Storytelling, SEO Optimization, Copywriting, Copywriting Techniques"
Recruiter,Islamabad,500000.0,5.0,Mid,Full Time,Other,Not Specified,"Communication, Interviewing, Time Management, Networking, Data Analysis"
Security Architect,Karachi,450000.0,10.0,Senior,Full Time,Other,Not Specified,"Network Security, Risk Management, Compliance And Regulatory Knowledge, Threat Analysis, Firewall Management, Cloud Security, Security Frameworks, ISO 27001, NIST Cybersecurity Framework, Security Management Frameworks"
Product Manager,Lahore,82639.59731543624,4.0,Mid,Full Time,Other,Not Specified,"Strategic Planning, Product Lifecycle Management, Analytical Skills, Product Roadmap Development"
Machine operator,Karachi,82639.59731543624,13.0,Senior,Full Time,Other,Not Specified,"Machine Operation, Technical Aptitude, Problem Solving, Quality Control, Physical Stamina, Safety Awareness, blueprint interpretation, Time Management"
Ruby on Rails Developer,Lahore,82639.59731543624,1.0,Entry,Full Time,Other,Not Specified,"Ruby, Javascript, RESTful APIs, Test-Driven Development"
Social Media Marketing Specialist,Peshawar,25000.0,1.0,Entry,Full Time,Marketing,Entry Level,"Social Media Optimization, Social Media Strategies, Social Media Handling"
Customer Service Representative,Karachi,35000.0,1.0,Entry,Full Time,Client Services & Customer Support,Entry Level,"Communication Skills, Fluent in English, Travels Knowledge"
Real Estate Agent,Islamabad,40000.0,1.0,Entry,Full Time,Sales & Business Development,Entry Level,"Real Estate Marketing, Real Estate Acquisitions, Communication Skills"
Procurement Manager,Lahore,82639.59731543624,2.783132530120482,Junior,Full Time,Procurement,Experienced Professional,"Logistics Management, Procurement Knowledge, Inventory Planning Skills"
Accounts Executive,Sialkot,82639.59731543624,1.0,Entry,Full Time,"Accounts, Finance & Financial Services",Entry Level,"Taxation Knowledge, Management Accounting, Financial Accounting"
Video Editor - Intern,Lahore,7500.0,2.783132530120482,Junior,Other,Creative Design,Intern/Student,"Adobe After Effects, Adobe Premiere Pro, Adobe Flash"
IT Specialist,Islamabad,35000.0,2.0,Junior,Full Time,Computer Networking,Experienced Professional,"Software Documentation Maintenance, IT Support Responsibilities, IT Hardware Support"
Payroll Executive,Lahore,60000.0,3.0,Junior,Full Time,Human Resources,Experienced Professional,"Communication Skills, كلينت فلوب, Payroll Management, Payroll Processing"
Customer Service Specialist - US,Lahore,82639.59731543624,1.0,Entry,Full Time,Client Services & Customer Support,Entry Level,"Communication Skills, Customer Satisfaction Management, Fluent in English"
Driver - HTV,Multan,45000.0,1.0,Entry,Full Time,Distribution & Logistics,Entry Level,"Truck Driving, Vehicle Maintenance, HTV License, Traffic Signs Knowledge"
Senior Software Engineer - Angular,Lahore,262500.0,2.783132530120482,Junior,Full Time,Software & Web Development,Experienced Professional,"TypeScriptn, MEAN, AngularJS"
Human Resource Intern,Lahore,82639.59731543624,1.0,Entry,Other,Human Resources,Intern/Student,"Documents Maintenance Skills, On boarding Management, HR Operations, Communication Skills"
Driver - HTV,Lahore,45000.0,1.0,Entry,Full Time,Distribution & Logistics,Entry Level,"Truck Driving, Traffic Signs Knowledge, Vehicle Maintenance, HTV License"
Store Keeper,Lahore,37500.0,2.0,Junior,Full Time,Warehousing,Experienced Professional,"Warehouse Control, Inventory Control, Store Management"
Virtual Assistant,Islamabad,75000.0,1.0,Entry,Full Time,Client Services & Customer Support,Entry Level,"Customer Care Representation, Communication Skills, Admin Operations Management, Email List Management, Virtual Assisting, Executive Calendar Management, CRM Command, Digital Marketing Management"
Customer Service Representative,Karachi,35000.0,2.783132530120482,Junior,Full Time,Client Services & Customer Support,Entry Level,"Fluent in English, Communication Skills, Travels Knowledge"
Video Editor,Karachi,45000.0,1.0,Entry,Full Time,Creative Design,Entry Level,"Video Editing, Adobe After Effects, Adobe Premiere Pro"
Sales Coordinator,Rawalpindi,135000.0,2.783132530120482,Junior,Full Time,Sales & Business Development,Experienced Professional,"Sales Management, End to End Sales, Communication Skills"
Dispatch Coordinator,Rawalpindi,47500.0,2.783132530120482,Junior,Full Time,Client Services & Customer Support,Experienced Professional,"Freight Transportation Management, Communication Skills, Freight Brokerage Knowledge"
Senior Sales Executive,Rawalpindi,82639.59731543624,2.0,Junior,Full Time,Sales & Business Development,Experienced Professional,"Freight Transportation Management, Sales Operations, Freight Forwarding Management, Fluent in English"
Accountant,Lahore,55000.0,2.783132530120482,Junior,Full Time,"Accounts, Finance & Financial Services",Experienced Professional,"QuickBook, Accounts Software Command, MS Office"
Dispatch / Inventory Executive,Karachi,55000.0,2.783132530120482,Junior,Full Time,Warehousing,Experienced Professional,"Stock Management, Admin Operations Management, Communication Skills"
Customer Relation officer,Lahore,82639.59731543624,2.0,Junior,Full Time,Client Services & Customer Support,Experienced Professional,"Communication Skills, Customer Satisfaction Management, Customer Acquisition Strategies"
Sales Executive,Karachi,52500.0,2.0,Junior,Full Time,Sales & Business Development,Experienced Professional,"Sales Management, End to End Sales, Communication Skills"
Call Center Agent,Lahore,47500.0,2.0,Junior,Full Time,Telemarketing,Experienced Professional,"Telemarketing  Skills, Communication Skills, Handle Outbound Calls, Customer Satisfaction Management"
Shift Incharge - Production,Karachi,45000.0,3.0,Junior,Full Time,Industrial Production,Experienced Professional,"Staff Services Management, Relationship Management, Shopify Theme Management"
Schiffli Embroidery Machine Mechanic,Karachi,82639.59731543624,3.0,Junior,Full Time,Maintenance/Repair,Experienced Professional,"Mechanical  Skills, Mechanical Inspection, Mechanical Work"
Management Trainee Officer - Accounts,Faisalabad,82639.59731543624,2.783132530120482,Junior,Full Time,"Accounts, Finance & Financial Services",Entry Level,"Communication Skills, Multitasking Skills, Analytical Skills"
X-Ray Technician,Karachi,82639.59731543624,2.0,Junior,Full Time,Other,Not Specified,"Radiology Expertise, Patient Care, Equipment Maintenance, Radiation Safety Protocols, Image Evaluation, Detail Oriented, Medical Terminology, Communication Skills, Teamwork, Problem Solving, Radiographic techniques, Imaging Software, Patient Positioning, Radiology Software, Radiographic Positioning, Image Processing Software"
Senior Officer Internal Audit,Karachi,82639.59731543624,2.0,Junior,Full Time,Other,Not Specified,"Risk Assessment, Internal Controls, Audit Planning, Attention to Detail, Internal Control Framework"
CTO,Karachi,82639.59731543624,5.0,Mid,Full Time,Other,Not Specified,"Technical Expertise, Project Management, X factor"
Steward Supervisor,Other,82639.59731543624,7.0,Senior,Full Time,Other,Not Specified,"Leadership, Team Management, Communication, Time Management, Problem-Solving, Customer Service, Attention to Detail, Multitasking, Food Safety Knowledge, Inventory Management, Operational Efficiency, Health & Safety Compliance, Cleaning Protocol Standards, Auditing Tools, Root Cause Analysis, Safety Management Systems"
SAP Technical Architect,Karachi,82639.59731543624,10.0,Senior,Full Time,Other,Not Specified,"SAP Architecture Design, Integration Technologies"
Nodejs Developer,Lahore,150000.0,3.0,Junior,Full Time,Other,Not Specified,"JavaScript Proficiency, Node.js Frameworks, Database Management, Version Control/Git, Package Management/NPM, Code Optimization, Express.Js, Socket.IO, JavaScript ES6+, MongoDB, Redis, GitHub, Package.json, Profiling and Debugging Tools"
